L	0000003575
M	0000003545
S	0000003434
イ	0000001240	0000001241	0000001242	0000001243	0000001244	0000001245	0000001246	0000001247	0000001248	0000001249	0000001250	0000001251	0000001252	0000001253	0000001254	0000001255	0000001256
ウ	0000002561	0000002562	0000002563	0000002564	0000002565	0000002566	0000002567	0000002568
エ	0000003258	0000003259	0000003260	0000003261	0000003262	0000003263
オ	0000003747	0000003748	0000003749	0000003750	0000003751	0000003752
カ	0000004992	0000004993	0000004994	0000004995	0000004996	0000004997	0000004998	0000004999	0000005000	0000005001	0000005002	0000005003	0000005004	0000005005	0000005006	0000005007	0000005008	0000005009	0000005010	0000005011	0000005012	0000005013	0000005014	0000005015	0000005016	0000005017
ガ	0000005018	0000005019	0000005020	0000005021	0000005022	0000005023	0000005024
キ	0000007501	0000007502	0000007503	0000007504	0000007505	0000007506	0000007507	0000007508	0000007509	0000007510	0000007511	0000007512	0000007513	0000007514	0000007515	0000007516	0000007517	0000007518	0000007519	0000007520	0000007521	0000007522	0000007523	0000007524	0000007525	0000007526	0000007527	0000007528
ギ	0000007529	0000007530	0000007531	0000007532	0000007533
ク	0000009244	0000009245	0000009246	0000009247	0000009248	0000009249	0000009250	0000009251	0000009252	0000009253	0000009254	0000009255	0000009256
グ	0000009257	0000009258
ケ	0000010094	0000010095	0000010096	0000010097	0000010098
ゲ	0000010099	0000010100	0000010101	0000010102	0000010103
コ	0000010944	0000010945	0000010946	0000010947	0000010948	0000010949	0000010950	0000010951	0000010952	0000010953	0000010954	0000010955	0000010956	0000010957	0000010958	0000010959	0000010960	0000010961
ゴ	0000010962	0000010963	0000010964	0000010965	0000010966	0000010967	0000010968	0000010969	0000010970	0000010971	0000010972
サ	0000012851	0000012852	0000012853	0000012854	0000012855	0000012856	0000012857	0000012858	0000012859	0000012860
ザ	0000012861
シ	0000013947	0000013948	0000013949	0000013950	0000013951	0000013952	0000013953	0000013954	0000013955	0000013956	0000013957	0000013958	0000013959	0000013960	0000013961	0000013962	0000013963	0000013964	0000013965	0000013966	0000013967	0000013968	0000013969	0000013970	0000013971	0000013972	0000013973	0000013974	0000013975	0000013976	0000013977	0000013978	0000013979	0000013980	0000013981	0000013982	0000013983	0000013984
ジ	0000013985	0000013986	0000013987	0000013988	0000013989	0000013990	0000013991	0000013992	0000013993	0000013994	0000013995	0000013996	0000013997	0000013998	0000013999	0000014000	0000014001	0000014002	0000014003	0000014004
ス	0000017368	0000017369	0000017370	0000017371	0000017372	0000017373	0000017374	0000017375	0000017376
ズ	0000017377	0000017378	0000017379	0000017380	0000017381
セ	0000018204	0000018205	0000018206	0000018207
ゼ	0000018208
ソ	0000019284	0000019285	0000019286	0000019287
ゾ	0000019288
タ	0000019986	0000019987	0000019988	0000019989	0000019990	0000019991	0000019992
ダ	0000019993	0000019994	0000019995
チ	0000021367	0000021368	0000021369	0000021370	0000021371	0000021372	0000021373	0000021374	0000021375	0000021376	0000021377
ツ	0000022196	0000022197	0000022198
テ	0000022771	0000022772
デ	0000022773	0000022774	0000022775
ト	0000023656	0000023657	0000023658	0000023659	0000023660	0000023661	0000023662	0000023663	0000023664	0000023665	0000023666	0000023667
ド	0000023668	0000023669	0000023670	0000023671
ナ	0000025020	0000025021	0000025022	0000025023	0000025024	0000025025
ニ	0000025722	0000025723	0000025724	0000025725	0000025726	0000025727
ヌ	0000026158
ネ	0000026274	0000026275	0000026276	0000026277	0000026278
ノ	0000026576	0000026577
ハ	0000026896	0000026897	0000026898	0000026899	0000026900	0000026901	0000026902	0000026903	0000026904
バ	0000026905	0000026906	0000026907
ヒ	0000028461	0000028462	0000028463	0000028464	0000028465	0000028466	0000028467	0000028468	0000028469	0000028470	0000028471	0000028472	0000028473	0000028474	0000028475	0000028476	0000028477
ビ	0000028478	0000028479	0000028480	0000028481	0000028482
フ	0000029615	0000029616	0000029617	0000029618	0000029619	0000029620	0000029621	0000029622	0000029623	0000029624	0000029625	0000029626	0000029627	0000029628	0000029629	0000029630	0000029631
ブ	0000029632	0000029633	0000029634	0000029635	0000029636	0000029637	0000029638
ヘ	0000030974	0000030975
ベ	0000030976
ホ	0000031408	0000031409	0000031410	0000031411	0000031412	0000031413	0000031414
ボ	0000031415	0000031416	0000031417	0000031418
マ	0000032334	0000032335	0000032336	0000032337	0000032338
ミ	0000033001	0000033002	0000033003	0000033004	0000033005	0000033006	0000033007	0000033008	0000033009
ム	0000033635	0000033636	0000033637	0000033638	0000033639
メ	0000033972	0000033973	0000033974	0000033975
